class,dice,dice_ci_lo,dice_ci_hi,iou,iou_ci_lo,iou_ci_hi,precision,recall,specificity,f1,px_acc,hd95,asd
Background,0.9888,0.9881,0.9891,0.9779,0.9766,0.9785,0.9956,0.9822,0.917,0.9888,0.9822,3.73,0.61
SRF,0.8862,0.8103,0.8384,0.7957,0.7038,0.7336,0.7989,0.995,0.9957,0.8862,0.995,4.43,1.09
IRF,0.8112,0.7685,0.7868,0.6824,0.6373,0.6573,0.7198,0.9291,0.9895,0.8112,0.9291,11.03,2.2
ELM,0.4442,0.2501,0.2928,0.2855,0.1641,0.1945,0.4126,0.4812,0.999,0.4442,0.4812,61.32,14.81
EZ,0.4938,0.4309,0.4639,0.3279,0.294,0.3205,0.4741,0.5152,0.9983,0.4938,0.5152,29.8,4.96

# Aggregate
pixel_accuracy,0.9788
mean_pixel_accuracy,0.7805
miou_excl_bg,0.5229
miou_incl_bg,0.6139
fw_iou,0.9636
mean_dice_excl_bg,0.6589
cohens_kappa,0.8023
